CATEGORIE,DATE,QUART,PDQ,X,Y,LONGITUDE,LATITUDE,Year
Vol dans / sur véhicule à moteur,2024-07-03,nuit,20.0,298936.746001731,5039776.55599538,-73.575023,45.497887,2024
Vol de véhicule à moteur,2024-10-13,nuit,20.0,298936.746001731,5039776.55599538,-73.575023,45.497887,2024
Méfait,2024-08-10,jour,20.0,298936.746001731,5039776.55599538,-73.575023,45.497887,2024
Vol dans / sur véhicule à moteur,2024-04-14,soir,20.0,299937.185989906,5038992.17299794,-73.562214,45.490836,2024
Vol de véhicule à moteur,2024-02-06,jour,1.0,269475.562989884,5029420.99999842,-73.951239,45.403836,2024
Introduction,2024-01-25,jour,15.0,300648.024991446,5037850.57400576,-73.55311,45.480568,2024
Introduction,2024-06-19,jour,15.0,300414.668996346,5037853.69100056,-73.556095,45.480595,2024
Introduction,2024-06-03,soir,15.0,300222.588004867,5037856.31300289,-73.558552,45.480617,2024
Vol de véhicule à moteur,2024-03-26,jour,15.0,300222.588004867,5037856.31300289,-73.558552,45.480617,2024
Vol dans / sur véhicule à moteur,2024-09-17,jour,20.0,299401.255992619,5039227.55300074,-73.569073,45.49295,2024
Vol dans / sur véhicule à moteur,2024-03-01,jour,49.0,304437.403006956,5056765.71400634,-73.504652,45.650785,2024
Introduction,2024-09-13,jour,20.0,299738.215,5039226.917,-73.564762,45.492947,2024
Vol dans / sur véhicule à moteur,2024-10-23,soir,20.0,299738.215,5039226.917,-73.564762,45.492947,2024
Introduction,2024-05-23,jour,20.0,299738.215,5039226.917,-73.564762,45.492947,2024
Introduction,2024-12-02,jour,20.0,299738.215,5039226.917,-73.564762,45.492947,2024
Introduction,2024-11-30,soir,20.0,299738.215,5039226.917,-73.564762,45.492947,2024
Introduction,2024-04-08,soir,20.0,299738.215,5039226.917,-73.564762,45.492947,2024
Introduction,2025-01-08,jour,20.0,299738.215,5039226.917,-73.564762,45.492947,2025
Introduction,2024-12-07,soir,20.0,299738.215,5039226.917,-73.564762,45.492947,2024
Méfait,2024-05-17,nuit,20.0,298936.746001731,5039776.55599538,-73.575023,45.497887,2024
Vol dans / sur véhicule à moteur,2024-02-15,jour,20.0,298790.620009494,5039874.63099196,-73.576894,45.498768,2024
Vol dans / sur véhicule à moteur,2024-01-31,soir,20.0,298790.620009494,5039874.63099196,-73.576894,45.498768,2024
Vol dans / sur véhicule à moteur,2024-01-13,jour,20.0,298790.620009494,5039874.63099196,-73.576894,45.498768,2024
Vol dans / sur véhicule à moteur,2024-01-04,soir,20.0,298790.620009494,5039874.63099196,-73.576894,45.498768,2024
Vol dans / sur véhicule à moteur,2024-03-25,jour,20.0,298790.620009494,5039874.63099196,-73.576894,45.498768,2024
Vol dans / sur véhicule à moteur,2024-03-22,soir,20.0,298790.620009494,5039874.63099196,-73.576894,45.498768,2024
Introduction,2024-10-29,soir,20.0,298790.620009494,5039874.63099196,-73.576894,45.498768,2024
Vol de véhicule à moteur,2024-08-05,nuit,48.0,299915.979999407,5048921.081995569,-73.562584,45.58018,2024
Vol de véhicule à moteur,2024-02-21,nuit,48.0,299736.955996487,5049011.06500675,-73.564879,45.580989,2024
Vol de véhicule à moteur,2024-06-29,jour,7.0,287918.889994404,5042555.127002169,-73.716095,45.52271,2024
Vol dans / sur véhicule à moteur,2024-09-22,soir,7.0,287918.889994404,5042555.127002169,-73.716095,45.52271,2024
Vol de véhicule à moteur,2024-09-22,soir,7.0,287918.889994404,5042555.127002169,-73.716095,45.52271,2024
Vol dans / sur véhicule à moteur,2024-12-12,soir,1.0,271331.968992957,5029874.49999532,-73.927557,45.408007,2024
Introduction,2024-06-05,soir,49.0,304709.283,5059654.887,-73.501164,45.676783,2024
Vol de véhicule à moteur,2024-02-18,nuit,49.0,304709.283,5059654.887,-73.501164,45.676783,2024
Méfait,2024-12-07,soir,49.0,303725.54600407893,5057775.77200035,-73.513788,45.659873,2024
Méfait,2024-11-17,jour,49.0,303725.54600407893,5057775.77200035,-73.513788,45.659873,2024
Méfait,2024-09-27,soir,49.0,303725.54600407893,5057775.77200035,-73.513788,45.659873,2024
Méfait,2024-10-13,jour,49.0,303725.54600407893,5057775.77200035,-73.513788,45.659873,2024
Méfait,2024-11-19,jour,49.0,303725.54600407893,5057775.77200035,-73.513788,45.659873,2024
Méfait,2024-11-19,jour,49.0,303725.54600407893,5057775.77200035,-73.513788,45.659873,2024
Méfait,2024-11-19,jour,49.0,303725.54600407893,5057775.77200035,-73.513788,45.659873,2024
Méfait,2024-08-13,jour,46.0,301385.241992377,5052101.47499715,-73.543779,45.608807,2024
Vol de véhicule à moteur,2024-12-04,jour,46.0,301385.241992377,5052101.47499715,-73.543779,45.608807,2024
Méfait,2024-07-22,soir,46.0,300831.992990838,5052442.51400726,-73.550875,45.611873,2024
Méfait,2024-07-22,soir,46.0,300831.992990838,5052442.51400726,-73.550875,45.611873,2024
Méfait,2025-01-24,nuit,46.0,300831.992990838,5052442.51400726,-73.550875,45.611873,2025
Méfait,2025-01-07,jour,46.0,300831.992990838,5052442.51400726,-73.550875,45.611873,2025
Vol dans / sur véhicule à moteur,2025-01-07,jour,46.0,300831.992990838,5052442.51400726,-73.550875,45.611873,2025
Méfait,2024-12-16,jour,46.0,300831.992990838,5052442.51400726,-73.550875,45.611873,2024
Vol dans / sur véhicule à moteur,2024-12-04,jour,46.0,300831.992990838,5052442.51400726,-73.550875,45.611873,2024
Vol de véhicule à moteur,2024-03-22,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-12-09,soir,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-07-16,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-07-08,nuit,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Méfait,2024-07-04,soir,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol dans / sur véhicule à moteur,2024-06-19,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Méfait,2024-06-17,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-06-13,nuit,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-07-14,jour,45.0,297828.009989486,5054772.51099442,-73.589423,45.632815,2024
Vol dans / sur véhicule à moteur,2024-08-26,soir,45.0,297779.915006712,5054821.90599848,-73.590041,45.633259,2024
Vol dans / sur véhicule à moteur,2024-02-27,jour,45.0,297779.915006712,5054821.90599848,-73.590041,45.633259,2024
Méfait,2024-01-09,nuit,21.0,299956.020000018,5040593.33799639,-73.561989,45.505244,2024
Méfait,2024-03-26,nuit,21.0,299956.020000018,5040593.33799639,-73.561989,45.505244,2024
Vol de véhicule à moteur,2024-07-22,nuit,21.0,299956.020000018,5040593.33799639,-73.561989,45.505244,2024
Vol dans / sur véhicule à moteur,2024-06-07,jour,21.0,299956.020000018,5040593.33799639,-73.561989,45.505244,2024
Introduction,2025-01-10,jour,21.0,299956.020000018,5040593.33799639,-73.561989,45.505244,2025
Introduction,2024-03-15,nuit,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Vol de véhicule à moteur,2024-05-30,nuit,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-08-23,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-08-19,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Méfait,2024-08-17,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Méfait,2024-01-12,jour,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Vol dans / sur véhicule à moteur,2024-09-19,soir,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Vol dans / sur véhicule à moteur,2024-10-11,jour,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Méfait,2024-05-06,jour,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Vol dans / sur véhicule à moteur,2024-12-03,soir,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Vol dans / sur véhicule à moteur,2024-07-04,soir,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Méfait,2024-01-11,jour,46.0,300831.992990838,5052442.51400726,-73.550875,45.611873,2024
Vol dans / sur véhicule à moteur,2024-10-20,soir,46.0,300554.625007631,5052615.0000049,-73.554433,45.613423,2024
Vol de véhicule à moteur,2024-07-09,nuit,7.0,284464.110993816,5037654.10299637,-73.760116,45.478516,2024
Vol de véhicule à moteur,2024-01-09,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-03-19,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-03-14,soir,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-02-22,nuit,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Méfait,2024-02-20,nuit,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-02-15,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Méfait,2024-02-11,nuit,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-05-20,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-05-14,nuit,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Méfait,2024-04-07,soir,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol de véhicule à moteur,2024-04-04,jour,7.0,284261.393,5038647.104,-73.762751,45.487446,2024
Vol dans / sur véhicule à moteur,2024-03-12,jour,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Vol dans / sur véhicule à moteur,2024-06-02,jour,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Vol dans / sur véhicule à moteur,2024-11-03,nuit,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Introduction,2024-10-31,soir,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Introduction,2024-10-22,soir,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Vol dans / sur véhicule à moteur,2024-10-22,jour,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Introduction,2024-10-13,soir,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Méfait,2024-11-19,jour,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Vol dans / sur véhicule à moteur,2025-01-14,soir,21.0,299796.546,5040700.238,-73.564031,45.506205,2025
Méfait,2024-04-13,soir,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Méfait,2024-04-06,jour,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Vol de véhicule à moteur,2024-04-21,nuit,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Vol dans / sur véhicule à moteur,2025-01-18,jour,21.0,299796.546,5040700.238,-73.564031,45.506205,2025
Méfait,2024-06-17,nuit,21.0,299796.546,5040700.238,-73.564031,45.506205,2024
Vol dans / sur véhicule à moteur,2024-07-01,jour,38.0,297074.382006706,5042882.03799759,-73.598901,45.525813,2024
Introduction,2024-02-07,soir,38.0,297035.363006466,5042820.79000053,-73.5994,45.525261,2024
Méfait,2024-08-02,nuit,38.0,297035.363006466,5042820.79000053,-73.5994,45.525261,2024
Méfait,2024-02-01,nuit,38.0,296903.312989521,5042619.575003129,-73.601087,45.523449,2024
Introduction,2024-01-19,nuit,38.0,296903.312989521,5042619.575003129,-73.601087,45.523449,2024
Introduction,2024-11-12,nuit,38.0,296864.61400784,5042558.07500824,-73.601581,45.522896,2024
Introduction,2024-03-14,nuit,38.0,296864.61400784,5042558.07500824,-73.601581,45.522896,2024
Méfait,2024-11-23,soir,38.0,299130.230006498,5040703.56499846,-73.572558,45.50623,2024
Introduction,2024-10-05,nuit,38.0,299130.230006498,5040703.56499846,-73.572558,45.50623,2024
Introduction,2024-03-17,jour,38.0,299130.230006498,5040703.56499846,-73.572558,45.50623,2024
Vol dans / sur véhicule à moteur,2024-05-26,nuit,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Méfait,2024-03-09,soir,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Vol dans / sur véhicule à moteur,2024-06-10,jour,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Vol dans / sur véhicule à moteur,2024-05-31,nuit,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Vol dans / sur véhicule à moteur,2025-01-06,jour,21.0,302754.15,5040687.093,-73.526181,45.506102,2025
Vol dans / sur véhicule à moteur,2024-03-30,jour,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Vol dans / sur véhicule à moteur,2024-04-20,jour,21.0,302754.15,5040687.093,-73.526181,45.506102,2024
Méfait,2024-06-19,nuit,49.0,304714.180008704,5059493.66199868,-73.501102,45.675332,2024
Vol de véhicule à moteur,2024-03-19,nuit,48.0,302865.936995932,5050295.80899944,-73.524789,45.592565,2024
Vol dans / sur véhicule à moteur,2024-10-17,jour,48.0,303281.41499810206,5050113.1049967,-73.519463,45.590922,2024
Méfait,2024-12-22,soir,48.0,302258.004001077,5050795.09399346,-73.532583,45.597056,2024
Vol de véhicule à moteur,2024-07-24,jour,46.0,301595.964991402,5051971.00000684,-73.541077,45.607634,2024
Méfait,2024-07-23,jour,46.0,301538.307989471,5052006.42399289,-73.541816,45.607952,2024
Méfait,2024-07-25,soir,46.0,301110.00000434293,5052272.00000314,-73.547309,45.61034,2024
Vol dans / sur véhicule à moteur,2024-12-01,jour,46.0,301110.00000434293,5052272.00000314,-73.547309,45.61034,2024
Méfait,2024-07-22,soir,46.0,301385.241992377,5052101.47499715,-73.543779,45.608807,2024
Vol de véhicule à moteur,2024-05-20,jour,48.0,299736.955996487,5049011.06500675,-73.564879,45.580989,2024
Vol de véhicule à moteur,2024-04-12,nuit,48.0,299736.955996487,5049011.06500675,-73.564879,45.580989,2024
Vol de véhicule à moteur,2024-04-13,nuit,48.0,302542.92700573,5049028.15899723,-73.528923,45.581157,2024
Vol de véhicule à moteur,2024-05-21,jour,48.0,302391.011995795,5049099.60400415,-73.53087,45.5818,2024
Méfait,2024-12-07,nuit,48.0,302391.011995795,5049099.60400415,-73.53087,45.5818,2024
Vol de véhicule à moteur,2024-08-10,jour,48.0,301710.703994382,5049416.59600697,-73.53959,45.584649,2024
Vols qualifiés,2024-01-24,soir,7.0,287733.618,5042720.822,-73.718473,45.524196,2024
Vol de véhicule à moteur,2024-09-12,jour,7.0,287877.796,5042592.002,-73.716623,45.523041,2024
Méfait,2024-04-19,jour,48.0,303565.048995676,5050249.86500695,-73.515828,45.592153,2024
Méfait,2024-08-30,jour,48.0,303840.4029977041,5050310.50900135,-73.512299,45.592699,2024
Vol de véhicule à moteur,2024-11-05,soir,48.0,303840.4029977041,5050310.50900135,-73.512299,45.592699,2024
Introduction,2024-09-28,soir,48.0,303840.4029977041,5050310.50900135,-73.512299,45.592699,2024
Vol de véhicule à moteur,2024-08-05,nuit,48.0,303742.08,5048800.143,-73.513556,45.579108,2024
Vol de véhicule à moteur,2025-01-04,jour,48.0,303742.08,5048800.143,-73.513556,45.579108,2025
Vol de véhicule à moteur,2024-06-13,nuit,48.0,302299.327,5049481.187,-73.532047,45.585233,2024
Vol de véhicule à moteur,2024-10-23,soir,48.0,301987.206005955,5049627.09700439,-73.536047,45.586545,2024
Introduction,2024-10-27,nuit,48.0,303046.067,5047573.313,-73.52247,45.568067,2024
Vol dans / sur véhicule à moteur,2024-08-28,jour,23.0,301492.1630013011,5044305.80499351,-73.542356,45.53866,2024
Introduction,2024-09-19,jour,23.0,301525.739993726,5044387.55899099,-73.541926,45.539395,2024
Vol de véhicule à moteur,2024-05-23,jour,45.0,297274.01699139,5053579.06200425,-73.59651,45.62207,2024
Vol dans / sur véhicule à moteur,2024-12-06,soir,45.0,296925.469010348,5053950.57300371,-73.600986,45.625409,2024
Vol de véhicule à moteur,2024-07-11,soir,45.0,296925.469010348,5053950.57300371,-73.600986,45.625409,2024
Vol dans / sur véhicule à moteur,2024-12-02,soir,45.0,296925.469010348,5053950.57300371,-73.600986,45.625409,2024
Vol de véhicule à moteur,2024-01-29,soir,45.0,296898.678000862,5054102.25600544,-73.601332,45.626774,2024
Introduction,2024-04-13,jour,38.0,299130.230006498,5040703.56499846,-73.572558,45.50623,2024
Vol de véhicule à moteur,2024-06-27,jour,38.0,299130.230006498,5040703.56499846,-73.572558,45.50623,2024
Vol de véhicule à moteur,2024-05-26,soir,38.0,299130.230006498,5040703.56499846,-73.572558,45.50623,2024
Introduction,2024-03-04,jour,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-02-25,jour,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-08-20,soir,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Vol de véhicule à moteur,2024-01-04,jour,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-01-03,soir,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Méfait,2024-10-19,nuit,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-10-15,soir,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-02-04,soir,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-11-16,soir,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-10-05,jour,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Méfait,2024-09-29,jour,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-05-20,nuit,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Vol de véhicule à moteur,2024-05-12,jour,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Vol dans / sur véhicule à moteur,2024-04-01,soir,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Vol de véhicule à moteur,2024-03-29,soir,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-06-15,soir,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Vol de véhicule à moteur,2024-06-07,nuit,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-05-31,nuit,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-08-22,soir,38.0,298914.069005514,5040853.3150083,-73.575326,45.507576,2024
Introduction,2024-10-12,jour,38.0,298736.858990918,5040950.69499842,-73.577595,45.50845,2024
Vol dans / sur véhicule à moteur,2024-05-10,soir,38.0,298736.858990918,5040950.69499842,-73.577595,45.50845,2024
Introduction,2024-07-24,jour,38.0,298736.858990918,5040950.69499842,-73.577595,45.50845,2024
Introduction,2024-04-19,jour,38.0,298736.858990918,5040950.69499842,-73.577595,45.50845,2024
Introduction,2024-06-02,soir,38.0,298736.858990918,5040950.69499842,-73.577595,45.50845,2024
Méfait,2024-09-07,jour,38.0,298736.858990918,5040950.69499842,-73.577595,45.50845,2024
Vol dans / sur véhicule à moteur,2024-02-26,soir,20.0,299429.333010148,5040487.5640012,-73.568728,45.504289,2024
Méfait,2024-02-16,jour,20.0,299429.333010148,5040487.5640012,-73.568728,45.504289,2024
Vol dans / sur véhicule à moteur,2024-11-17,soir,20.0,299429.333010148,5040487.5640012,-73.568728,45.504289,2024
Méfait,2024-11-20,soir,20.0,299429.333010148,5040487.5640012,-73.568728,45.504289,2024
Vol dans / sur véhicule à moteur,2024-10-30,soir,20.0,299429.333010148,5040487.5640012,-73.568728,45.504289,2024
Vol dans / sur véhicule à moteur,2024-12-26,soir,20.0,299429.333010148,5040487.5640012,-73.568728,45.504289,2024
Vol dans / sur véhicule à moteur,2024-03-24,soir,20.0,299429.333010148,5040487.5640012,-73.568728,45.504289,2024
